id|question1|question2|answer
42|2. THE JUDICIARY IN INDIA INTERPRETS AND APPLIES THE LAWS. TO THE COUNCIL OF MINISTERS. 3. THE JUDICIARY IN INDIA PLAYS A ROLE IN MAKING LAWS.||4. THE JUDICIARY IN INDIA PROTECTS RIGHTS OF THE CITIZENS. THE MAIN FUNCTIONS OF PRIME MINISTER RELATED TO THE COUNCIL OF MINISTERS 5. THE JUDICIARY IN INDIA IS THE GUARDIAN OF THE CONSTITUTION OF INDIA. ARE AS FOLLOWS : 6. THE JUDICIARY IN INDIA ALSO PLAYS A FEDERAL ROLE. THE PRIME MINISTER RECOMMENDS THE NAMES OF MEMBERS OF HIS TEAM AS TO 7. THE JUDICIARY IN INDIA IS RESPONSIBLE FOR EFFICIENT MANAGEMENT OF THE 1. MINISTERS WHOSE NAMES ARE RECOMMENDED BY THE PRIME MINISTER. APPOINT AS A MINISTER. THE PRESIDENT CAN ONLY MAKE THOSE PEOPLE JUDICIAL ADMINISTRATION. 8. THE JUDICIARY IN INDIA HAS ADVISORY FUNCTIONS. 9. THE JUDICIARY IN INDIA CONDUCTS JUDICIAL INQUIRIES. 2. PRIME MINISTER DETERMINES WHICH DEPARTMENT WILL BE GIVEN TO WHICH MINISTER AND HE CAN ALSO CHANGE THE ALLOTTED DEPARTMENT OF ANY MINISTER.
43|WRITE A SHORT NOTE ON INDEPENDENCE OF SUPREME COURT. 3. HE ALSO PRESIDES OVER THE MEETING OF THE COUNCIL OF MINISTERS AND CAN CHANGE THE DECISIONS ACCORDING TO HIS WISHES. 4. HE CAN ASK ANY MINISTER TO RESIGN OR ADVISE THE PRESIDENT TO DISMISS HIM||IN CASE OF DIFFERENCES OF OPINION. 1. THE SUPREME COURT IS A FEDERAL COURT, THE HIGHEST COURT OF APPEAL, OF THE THE 5. HE ALSO CONTROLS AND DIRECTS THE ACTIVITIES OF ALL MINISTERS. GUARANTOR OF THE FUNDAMENTAL RIGHTS OF THE CITIZENS AND GUARDIAN HE CAN BRING ABOUT THE COLLAPSE OF THE COUNCIL OF MINISTERS BY RESIGNING CONSTITUTION. 6. FROM OFFICE. 2. THEREFORE, ITS INDEPENDENCE BECOMES VERY ESSENTIAL FOR THE EFFECTIVE DISCHARGE OF THE DUTIES ASSIGNED TO IT.
44|WHAT DO YOU MEAN BY JUDICIARY ? 3. SHOULD BE FREE FROM THE ENCROACHMENTS, PRESSURES AND (PARLIAMENT). INTERFERENCES OF IT THE EXECUTIVE (COUNCIL OF MINISTERS) AND THE LEGISLATURE||4. IT SHOULD BE ALLOWED TO DO JUSTICE WITHOUT FEAR OR FAVOUR. 5. CONSTITUTION HAS MADE THE FOLLOWING PROVISIONS TO SAFEGUARD COURT: AND 1. THE JUDICIARY IS THAT BRANCH OF THE GOVERNMENT THAT INTERPRETS THE LAW, THE ENSURE THE INDEPENDENT AND IMPARTIAL FUNCTIONING OF THE SUPREME SETTLES DISPUTES AND ADMINISTERS JUSTICE TO ALL CITIZENS. THE INDIAN JUDICIARY ADMINISTERS A COMMON LAW SYSTEM OF LEGAL I. MODE OF APPOINTMENT. 2. JURISDICTION, IN WHICH CUSTOMS, PRECEDENTS AND LEGISLATION, ALL CODIFY THE II. SECURITY OF TENURE. LAW OF THE LAND. III. FIXED SERVICE CONDITIONS.  2-14P (NCC-SEM-5& 6) UNION EXECUTIVE & STATE EXECUTIVE  2-13P () APPOINTMENT OF JUDGES IN THE HIGH COURTS : IV. EXPENSES CHARGED ON THE CONSOLIDATED FUND. A. QUALIFICATIONS : CONDUCT OF JUDGES CANNOT BE DISCUSSED. 1. THE QUALIFICATIONS REGARDING THE APPOINTMENT OF A PERSON AS A JUDGE IN V. THE HIGH COURTS ARE PROVIDED IN ARTICLE 217. VI. BAN ON PRACTICE AFTER RETIREMENT. 2 ACCORDING TO THE ARTICLE: VII. POWER TO PUNISH FOR ITS CONTEMPT. A. THE PERSON APPOINTED MUST BE A CITIZEN OF INDIA. VIII. FREEDOM TO APPOINT ITS STAFF. B. THE PERSON APPOINTED SHOULD HAVE HELD A JUDICIAL OFFICE IN THE IX. ITS JURISDICTION CANNOT BE CURTAILED. TERRITORY OF INDIA FOR AT LEAST TEN YEARS. X. SEPARATION FROM EXECUTIVE. C. THE PERSON APPOINTED SHOULD HAVE BEEN AN ADVOCATE IN THE HIGH COURT FOR AT LEAST TEN YEARS.
45|EXPLAIN APPOINTMENT JUDGES IN INDIAN JUDICIARY. B. PROCEDURE FOR APPOINTMENT : ACCORDING TO ARTICLE 217 OF THE INDIAN CONSTITUTION : ANSWER 1. THE JUDGES OF THE HIGH COURTS CAN BE APPOINTED ONLY BY THE WARRANT OF 1. JUDGES ARE THE MAIN ASPECTS OF THE JUDICIARY. THE PRESIDENT AND HIS SEAL. 2. JUDGES ARE RESPECTED IN OUR COUNTRY AND PEOPLE HAVE LOTS OF FAITH AND 2. THE APPOINTMENT CAN BE DONE ONLY AFTER CONSULTING THE CHIEF JUSTICE OF HOPES ON THEM, THUS IT IS NECESSARY TO MAKE SURE THAT THE APPOINTMENT INDIA AND THE GOVERNOR OF THE STATE. OF JUDGES IS PROPER AND NOT BIASED. 3. THE APPOINTMENT OF JUDGES OTHER THAN THE CHIEF JUSTICE CAN BE DONE VARIOUS PROVISIONS OF OUR INDIAN CONSTITUTION DEALS WITH THE APPOINTMENT AFTER CONSULTING THE CHIEF JUSTICE OF THE HIGH COURT. 3. OF JUDGES WHICH HAS TO BE FOLLOWED IN EVERY ASPECT OF APPOINTMENT. APPOINTMENT OF JUDGES IN THE SUPREME COURT : APPOINTMENT OF JUDGES IN THE DISTRICT COURTS : A. QUALIFICATION : A. QUALIFICATIONS 1. THE QUALIFICATIONS REGARDING THE APPOINTMENT OF A PERSON AS A JUDGE IN 1. ARTICLE 233 OF THE INDIAN CONSTITUTION DEALS WITH THE APPOINTMENT OF THE SUPREME COURT ARE PROVIDED IN ARTICLE 124. DISTRICT JUDGES. 2. THE PERSON WHO SATISFIES ALL THESE NECESSARY QUALIFICATIONS IS ONLY 2. FOLLOWING ARE THE QUALIFICATIONS FOR A PERSON TO BE APPOINTED AS A DISTRICT RECOMMENDED. THEY ARE : JUDGE : A. THE RECOMMENDED PERSON MUST BE A CITIZEN OF INDIA. A. THE PERSON HAS TO BE IN PRACTICE AS AN ADVOCATE OR PLEADER FOR SEVEN B. THEY SHOULD NOT BE ABOVE 65 YEARS OF AGE. YEARS OR MORE. C. THEY MUST HAVE BEEN A JUDGE OF ONE OR MORE HIGH COURTS B. THE PERSON SHOULD NOT BE IN WORKING IN ANY OTHER SERVICES OF THE CONTINUOUSLY FOR FIVE YEARS. UNION OR THE STATE. D. THEY MUST HAVE BEEN AN ADVOCATE IN THE HIGH COURT FOR AT LEAST TEN C. THE PERSON HAS TO BE RECOMMENDED BY THE HIGH COURT FOR EMPLOYMENT. E. THE YEARS. RECOMMENDED PERSON MUST BE A DISTINGUISHED JURIST IN THE B. PROCEDURE FOR APPOINTMENT OPINION OF THE PRESIDENT. 1. ACCORDING TO ARTICLE 233, THE APPOINTMENT CAN BE DONE ONLY AFTER B. PROCEDURE FOR APPOINTMENT: CONSULTING THE GOVERNOR OF THE STATE AND ALSO THE JUDGES OF THE HIGH 1. ARTICLE 124 OF THE INDIAN CONSTITUTION DEALS WITH THE APPOINTMENT OF COURT THAT IS EXERCISING JURISDICTION IN THE STATE. CHIEF JUSTICE AND JUDGES OF THE SUPREME COURT. 2. ARTICLE 235 OF THE INDIAN CONSTITUTION PROVIDES POWERS TO THE HIGH COURTS TO HAVE CONTROL OVER THE PERSONS IN THE JUDICIAL SERVICE IN THE DISTRICT 2. THE COLLEGIUM SYSTEM IS STILL FOLLOWED FOR THE APPOINTMENT OF THE JUDGES. COURT AND OTHER SUBORDINATE COURTS.   2-15P (NCC-SEM-5& 6) 2-16P(NCC-SEM-5&6) UNION EXECUTIVE & STATE EXECUTIVE 3. ARTICLE 124 OF THE CONSTITUTION SAYS ONLY SEVEN JUDGES CAN BE APPOINTED IN THE SUPREME COURT AND THE APPOINTMENT CAN BE INCREASED WHEN THE||"PARLIAMENT DEEMS IT TO BE NECESSARY. THE PRESIDENT HAS THE POWER TO APPOINT JUDGES AFTER CONSULTING THE 1. PUBLIC INTEREST LITIGATION (PIL) MEANS LITIGATION FILED IN A COURT OF LAW, 4. CHIEF JUSTICE OF INDIA, THE OTHER JUDGES OF THE SUPREME COURT AND ALSO FOR THE PROTECTION OF ""PUBLIC INTEREST"", SUCH AS POLLUTION, TERRORISM, ROAD SAFETY, CONSTRUCTIONAL HAZARDS ETC. IN CERTAIN CASES OTHER JUDGES OF THE HIGH COURT. 2. ANY MATTER WHERE THE INTEREST OF PUBLIC AT LARGE IS AFFECTED CAN BE"
46|REDRESSED BY FILING A PUBLIC INTEREST LITIGATION IN A COURT OF LAW. 3. PUBLIC INTEREST LITIGATION IS NOT DEFINED IN ANY STATUTE OR IN ANY ACT. IT HAS REVIEW IN INDIA. BEEN INTERPRETED BY JUDGES TO CONSIDER THE INTENT OF PUBLIC AT LARGE.||4. PUBLIC INTEREST LITIGATION IS THE POWER GIVEN TO THE PUBLIC BY COURTS THROUGH JUDICIAL ACTIVISM. 1. JUDICIAL REVIEW CAN BE UNDERSTOOD AS A FORM OF COURT PROCEEDING, USUALLY 5. HOWEVER, THE PERSON FILING THE PETITION MUST PROVE THAT THE PETITION IS IN THE ADMINISTRATIVE COURT WHERE THE LAWFULNESS OF A DECISION OR ACTION BEING FILED FOR A PUBLIC INTEREST AND NOT JUST AS A FRIVOLOUS LITIGATION. IS REVIEWED BY THE JUDGE. 6. SOME OF THE MATTERS WHICH ARE ENTERTAINED UNDER PIL ARE : 2. WHERE THERE IS NO EFFECTIVE MEANS OF CHALLENGE, JUDICIAL REVIEW IS AVAILABLE. A. BONDED LABOUR MATTERS. 3. THE CONCERN BEHIND JUDICIAL REVIEW IS THAT WHETHER THE LAW HAS BEEN B. NEGLECTED CHILDREN. CORRECTLY APPLIED WITH AND RIGHT PROCEDURES HAVE BEEN FOLLOWED. C. NON-PAYMENT OF MINIMUM WAGES TO WORKERS AND EXPLOITATION OF CASUAL WORKERS. JUDICIAL REVIEW IN INDIA: D. ATROCITIES ON WOMEN. 1. JUDICIAL REVIEW PLAYS AN IMPORTANT ROLE AS A PROTECTOR WHEN THE EXECUTIVE, JUDICIARY AND LEGISLATURE HARM THE CONSTITUTIONAL VALUES AND DENY THE E. ENVIRONMENTAL POLLUTION AND DISTURBANCE OF ECOLOGICAL BALANCE. RIGHTS. 2. THE JUDICIAL ASSESSMENT IS CONSIDERED AS AN INDISPENSABLE FEATURE IN THE
47|EXPLAIN THE SIGNIFICANCE OF PIL. COUNTRY. 3. IN INDIA, THERE IS PARLIAMENTARY FORM OF DEMOCRACY WHERE EVERY SECTION||OF PEOPLE IS INVOLVED IN DECISION MAKING AND POLICY MAKING PROCESS. 1. THE AIM OF PIL IS TO GIVE TO THE COMMON PEOPLE ACCESS TO THE COURTS TO 4. IT IS TRUE THAT THE PRIMARY DUTY OF THE COURT IS TO APPLY RULE OF LAW AND IS OBTAIN LEGAL REDRESS. THE GROUNDWORK OF SOCIAL EQUALITY. 2. PIL IS AN IMPORTANT INSTRUMENT OF SOCIAL CHANGE AND FOR MAINTAINING THE 5. BY EXERCISING NEW POWERS OF PARLIAMENT, RULE OF LAW WHICH IS TO BE RULE OF LAW AND ACCELERATING THE BALANCE BETWEEN LAW AND JUSTICE. APPLIED BY THE COURT CANNOT BE MODIFIED. 3. THE ORIGINAL PURPOSE OF PILS HAS BEEN TO MAKE JUSTICE ACCESSIBLE TO THE 6. ALL THOSE HERE, WHO ARE DOING PUBLIC DUTY, ARE ACCOUNTABLE. THEY HAVE TO POOR AND THE MARGINALISED. WORK WITHIN THE DEMOCRATIC PROVISIONS OF THE CONSTITUTION OF INDIA. 4. IT IS AN IMPORTANT TOOL TO MAKE HUMAN RIGHTS REACH THOSE WHO HAVE BEEN 7. THE CONCEPT OF SEPARATION OF POWER AND RULE OF LAW IS JUDICIAL REVIEW. DENIED RIGHTS. 8. THE INFLUENCE OF JUDICIAL ASSESSMENT HAS BEEN UNDER ARTICLES 226 AND 5. IT DEMOCRATISES THE ACCESS OF JUSTICE TO ALL. ANY CITIZEN OR ORGANISATION DO NOT 227 IN CASE OF HIGH COURT AND ARTICLES 32 AND 136 OF THE CONSTITUTION OF WHO IS CAPABLE CAN FILE PETITIONS ON BEHALF OF THOSE WHO CANNOT OR INDIA FOR THE REVIEW. HAVE THE MEANS TO DO SO. 6. IT HELPS IN JUDICIAL MONITORING OF STATE INSTITUTIONS LIKE PRISONS, ASYLUMS,
48|WHO CAN FILE A PIL AND AGAINST WHOM ? ANSWER 1. ACTIVE ROLE OF THE JUDICIARY IN UPHOLDING THE RIGHTS OF CITIZENS AND||PRESERVING THE CONSTITUTIONAL AND LEGAL SYSTEM OF THE COUNTRY IS KNOWN ASJUDICIAL ACTIVISM. 1. ANY CITIZEN CAN FILE A PUBLIC CASE BY FILING A PETITION : 2. PUBLIC INTEREST LITIGATION (PIL) MADE JUDICIAL ACTIVISM POSSIBLE IN INDIA. A. IN THE SC UNDER ARTICLE 32. 3. JUDICIAL ACTIVISM IS SEEN AS A SUCCESS IN LIBERALIZING ACCESS TO JUSTICE AND B. IN THE HIGH COURTS UNDER ARTICLE 226. GIVING RELIEF TO DISADVANTAGED GROUPS. 2. HOWEVER, THE COURT MUST BE SATISFIED THAT THE WRIT PETITION FULFILS SOME 4. THE ACTIVE ROLE OF THE INDIAN JUDICIARY PARTICULARLY THAT OF THE SUPREME BASIC NEEDS FOR PIL AS THE LETTER IS ADDRESSED BY THE AGGRIEVED PERSON, COURT HAS BEEN APPRECIATED BOTH WITHIN AND OUTSIDE INDIA. PUBLIC SPIRITED INDIVIDUAL AND A SOCIAL ACTION GROUP FOR THE ENFORCEMENT JUDICIAL ACTIVISM METHODS : THERE ARE VARIOUS METHODS OF JUDICIAL OF LEGAL OR CONSTITUTIONAL RIGHTS TO ANY PERSON WHO ARE NOT ABLE TO ACTIVISM WHICH ARE FOLLOWED IN INDIA. THEY ARE : APPROACH THE COURT FOR REDRESS. 1. JUDICIAL REVIEW. 3. A PUBLIC INTEREST LITIGATION CAN BE FILED AGAINST A STATE/CENTRAL GOVT., 2. PUBLIC INTEREST LITIGATION (PIL). MUNICIPAL AUTHORITIES, AND NOT ANY PRIVATE PARTY. 3. CONSTITUTIONAL INTERPRETATION.
49|EXPLAIN THE PROCEDURE TO FILE PIL IN INDIA. 4. ACCESS OF INTERNATIONAL STATUTE FOR ENSURING CONSTITUTIONAL RIGHTS. 5. SUPERVISORY POWER OF THE HIGHER COURTS ON THE LOWER COURTS.||QUE 2.21.
50|WHAT IS THE SIGNIFICANCE OF JUDICIAL ACTIVISM ? STEPS TO BE TAKEN FOR FILING A WRIT PETITION/PIL: 1. APPROACH A PUBLIC INTEREST LAWYER OR ORGANIZATION TO FILE THE CASE.||2. COLLECT NECESSARY DOCUMENTS SUCH AS TITLE DEEDS, PROOF OF RESIDENCE, 1. IT IS AN EFFECTIVE TOOL FOR UPHOLDING CITIZEN'S RIGHTS AND IMPLEMENTING IDENTITY PROOF, NOTICE, RESETTLEMENT POLICY IF ANY, AND PHOTOGRAPHS OF THE CONSTITUTIONAL PRINCIPLES WHEN THE EXECUTIVE AND LEGISLATURE FAILS TO DO EVICTION. SO. 3. LIST NAMES AND ADDRESSES OF ALL AGGRIEVED PARTIES APPROACHING THE COURT. 2. CITIZENS HAVE THE JUDICIARY AS THE LAST HOPE FOR PROTECTING THEIR RIGHTS WHEN ALL OTHER DOORS ARE CLOSED. 4. LIST NAMES AND ADDRESSES OF GOVERNMENT AGENCIES FROM WHICH RELIEF IS SOUGHT. 3. THERE ARE PROVISIONS IN THE CONSTITUTION ITSELF FOR THE JUDICIARY TO ADOPT A PROACTIVE ROLE. 5. LIST FACTS GIVING RISE TO VIOLATIONS OF FUNDAMENTAL RIGHTS. 4. ACCORDING TO EXPERTS, THE SHIFT FROM LOCUS STANDI TO PUBLIC DEMOCRATIC. INTEREST 6. LIST DATES INDICATING THE DURATION OF STAY AT THE SITE, WHEN THE EVICTION LITIGATION MADE THE JUDICIAL PROCESS MORE PARTICIPATORY AND TOOK PLACE, WHEN AND IF AN EVICTION NOTICE WAS PROVIDED, AND OTHER IMPORTANT DETAILS RELATED TO THE EVICTION. 5. JUDICIAL ACTIVISM COUNTERS THE OPINION THAT THE JUDICIARY IS A MERE SPECTATOR. 7. CLEARLY MENTION THE 'PRAYERS' OR THE RELIEF BEING SOUGHT FROM THE COURT.
51|VARIOUS METHODS OF JUDICIAL ACTIVISM WHICH ARE FOLLOWED IN INDIA.||1. LOKPAL IS AN ANTI-CORRUPTION BODY OR OMBUDSMAN, RESPONSIBLE FOR LOOKING INTO CORRUPTION COMPLAINTS AT THE NATIONAL LEVEL.   2-19 P (NCC-SEM-5&& (NCC-SEM-5& 6) UNION EXECUTIVE & STATE EXECUTIVE 2. IT IS A STATUTORY BODY WITHOUT ANY CONSTITUTIONAL STATUS. POWERS OF LOKPAL STRUCTURE OF LOKPAL : 1. IT HAS THE POWERS TO SUPERINTENDENCE OVER, AND TO GIVE DIRECTION TO CBI. 1. LOKPAL IS A MULTI-MEMBER BODY THAT CONSISTS OF ONE CHAIRPERSON ANDA 2. THE INQUIRY WING OF THE LOKPAL HAS BEEN VESTED WITH THE POWERS OF A MAXIMUM OF 8 MEMBERS. CIVIL COURT. 2. CHAIRPERSON OF THE LOKPAL SHOULD BE EITHER THE FORMER CHIEF JUSTICE OF 3. LOKPAL HAS POWERS OF CONFISCATION OF ASSETS, PROCEEDS, RECEIPTS AND INDIA OR THE FORMER JUDGE OF SUPREME COURT OR AN EMINENT PERSON WITH BENEFITS ARISEN OR PROCURED BY MEANS OF CORRUPTION IN SPECIAL IMPECCABLE INTEGRITY AND OUTSTANDING ABILITY, HAVING SPECIAL KNOWLEDGE CIRCUMSTANCES. CORRUPTION AND POLICY, PUBLIC ADMINISTRATION, VIGILANCE, FINANCE INCLUDING EXPERTISE OF MINIMUM 25 YEARS IN THE MATTERS RELATING TO ANTI- 4. LOKPAL HAS THE POWER TO RECOMMEND TRANSFER OR SUSPENSION OF PUBLIC SERVANT CONNECTED WITH ALLEGATION OF CORRUPTION. INSURANCE AND BANKING, LAW AND MANAGEMENT. 5. LOKPAL HAS THE POWER TO GIVE DIRECTIONS TO PREVENT THE DESTRUCTION OF OF THE MAXIMUM EIGHT MEMBERS, HALF WILL BE JUDICIAL MEMBERS AND RECORDS DURING THE PRELIMINARY INQUIRY. 3. OUT MINIMUM 50% OF THE MEMBERS WILL BE FROM SC/ST/OBC/MINORITIES AND
52|WHAT ARE THE LIMITATIONS OF LOKPAL ? WOMEN. 4. THE JUDICIAL MEMBER OF THE LOKPAL IS EITHER A FORMER COURT. JUDGE OF THE SUPREME COURT OR A FORMER CHIEF JUSTICE OF A HIGH||THE NON-JUDICIAL MEMBER SHOULD BE AN EMINENT PERSON WITH AND IMPECCABLE LIMITATIONS OF LOKPAL : 5. INTEGRITY MINIMUM 25 YEARS IN THE MATTERS RELATING TO ANTI-CORRUPTION AND AND OUTSTANDING ABILITY, HAVING SPECIAL KNOWLEDGE EXPERTISE POLICY, 1. LOKPAL IS NOT FREE FROM POLITICAL INFLUENCE AS THE APPOINTING COMMITTEE OF PUBLIC ADMINISTRATION, VIGILANCE, FINANCE INCLUDING INSURANCE BANKING, ITSELF CONSISTS OF MEMBERS FROM POLITICAL PARTIES. LAW AND MANAGEMENT. 2. THE CRITERION APPOINTMENT TO DECIDE WHO IS AN 'EMINENT JURIST' OR 'A PERSON BLOWERS. OF LOKPAL CAN BE MANIPULATED IN A WAY OF AS INTEGRITY'. THERE IS NO 6. THE MEMBERS ARE APPOINTED BY THE PRESIDENT ON THE RECOMMENDATION OF SELECTION COMMITTEE. 3. THE PROVIDE CONCRETE IMMUNITY TO THE WHISTLE IF THE 2013 ACT DID FOR NOT INITIATION OF INQUIRY AGAINST THE COMPLAINANT FROM COMPLAINING. THE A TERM OF OFFICE FOR LOKPAL CHAIRMAN AND MEMBERS IS 5 YEARS OR TILL ACCUSED THE PROVISION IS FOUND INNOCENT WILL ONLY DISCOURAGE PEOPLE 7. THE AGE OF 70 YEARS. WHAT ARE LOKPAL JURISDICTION AND POWERS ? 5. 4. THE LOKPAL IS NOT GIVEN ANY CONSTITUTIONAL LOKPAL. BACKING AND THERE IS NO JUDICIARY HAS BEEN EXCLUDED FROM THE AMBIT OF THE LOKPAL.
53|WHAT IS LOK AYUKTA ? DESCRIBE THE ROLE OF LOK AYUKTA. ANSWER 1. JURISDICTION OF LOKPAL INCLUDES PRIME MINISTER, MINISTERS, MEMBERSOF OF CENTRAL JURISDICTION OF LOKPAL : PARLIAMENT, GROUPS A, B, C AND D OFFICERS AND OFFICIALS||GOVERNMENT. ORGANIZATION IN THE INDIAN STATES. BE DISMISSED NOR TRANSFERRED BY ITS JURISDICTION ALSO INCLUDES ANY PERSON WHO IS OR HAS BEEN CENTRAL IN CHARGE ACT OR 2. ONCE APPOINTED, LOKAYUKTA CANNOT REMOVED BY PASSING AN IMPEACHMENT 2. PERSON INVOLVED IN ACT OF ABETTING, BRIBE GIVING OR BRIBE TAKING. ANY OTHER BODY FINANCED/CONTROLLED BY CENTRAL GOVERNMENT AND ANY (DIRECTOR/MANAGER/SERRETARY) OF ANY BODY/SOCIETY SET UP BY OTHER GOVERNMENT, AND CAN ASSEMBLY. ONLY THE BE AND THE ANTI THE MOTION BY THE STATE INCOME TAX DEPARTMENT AMONG THE 3. THE LOKPAL ACT MANDATES THAT ALL PUBLIC OFFICIALS SHOULD DEPENDENTS. FURNISH THE LOKAYUKTA, BUREAU, ALONG MAINLY WITH HELPS PEOPLE PUBLICISE CORRUPTION 3. ASSETS AND LIABILITIES OF THEMSELVES AS WELL AS THEIR RESPECTIVE POLITICIANS CORRUPTION AND GOVERNMENT OFFICIALS.   2-21P(NCC-SEM-5& 6) ROLE OF LOK AYUKTA : () UNION EXECUTIVE & STATE EXECUTIVE 1. LOKAYUKTA INVESTIGATES CASES OF CORRUPTION, WHERE SUBSTANTIATED RECOMMEND ACTION. 9. PROVIDES ADEQUATE PROTECTION FOR HONEST AND UPRIGHT PUBLIC SERVANTS. 2. LOKAYUKTA IS A GREAT CHECK ON CORRUPTION. 10. LOKPAL WILL HAVE POWER OF SUPERINTENDENCE AND DIRECTION LOKAYUKTA BRINGS ABOUT TRANSPARENCY IN THE SYSTEM. INVESTIGATIVE AGENCY INCLUDING CBI FOR CASES REFERRED TO THEM BY OVER LOKPAL. ANY 3. 11. AHIGH POWERED COMMITTEE CHAIRED BY THE PRIME MINISTER WILL RECOMMEND 4. LOKAYUKTA MAKES ADMINISTRATIVE MACHINERY CITIZEN FRIENDLY. SELECTION OF THE DIRECTOR, CBI. 5. LOKAYUKTA FUNCTIONS LARGELY DEPEND UPON JURISDICTION VESTED IN HIM AND 12. DIRECTORATE OF PROSECUTION HEADED BY A DIRECTOR OF PROSECUTION UNDER FACILITIES PROVIDED FOR TAKING COGNIZANCE OF CITIZENS GRIEVANCES. THE OVERALL CONTROL OF DIRECTOR, CBI. 13. THE DIRECTOR OF PROSECUTION, CBI WILL BE APPOINTED BY THE CENTRAL
54|GOVERNMENT ON THE RECOMMENDATION OF THE CVC FOR A PERIOD OF NOT LESS SALIENT FEATURES OF THE LOKPAL AND LOK AYUKTAS ACT, 2013. THAN TWO YEARS. 14. TRANSFER OF OFFICERS OF CBI INVESTIGATING CASES REFERRED BY LOKPAL CAN BE||AFFECTED WITH THE APPROVAL OF LOKPAL. THE LOKPAL AND LOK AYUKTAS ACT, 2013, COMMONLY KNOWN AS THE LOKPAL 15. THE BILL ALSO INCORPORATES PROVISIONS FOR ATTACHMENT AND CONFISCATION OF ACT, IS AN ANTI-CORRUPTION ACT OF INDIAN PARLIAMENT IN INDIA WHICH SEEKS PROPERTY ACQUIRED BY CORRUPT MEANS, EVEN WHILE PROSECUTION IS PENDING. TO PROVIDE FOR THE ESTABLISHMENT OF THE INSTITUTION OF LOKPAL TO INQUIRE 16. THE BILL LAYS DOWN CLEAR TIME LINES FOR PRELIMINARY ENQUIRY AND INTO ALLEGATIONS OF CORRUPTION AGAINST CERTAIN IMPORTANT PUBLIC INVESTIGATION AND TRIAL AND TOWARDS THIS END, THE BILL PROVIDES FOR SETTING FUNCTIONARIES INCLUDING THE PRIME MINISTER, CABINET MINISTERS, MEMBERS UP OF SPECIAL COURTS. OF PARLIAMENT, GROUP A OFFICIALS OF THE CENTRAL GOVERNMENT AND FOR MATTERS CONNECTING THEM.  SALIENT FEATURES OF THE LOKPAL AND LOK AYUKTAS ACT, 2013 STATE EXECUTIVES - POWERS AND FUNCTIONS OF THE GOVERNOR, POWERS 1. LOKPAL AT THE CENTRE AND LOKAYUKTA AT THE LEVEL OF THE STATES. AND FUNCTIONS OF THE CHIEF MINISTER, FUNCTIONS OF STATE CABINET, 2. A MANDATE FOR SETTING UP OF THE INSTITUTION OF LOKAYUKTA THROUGH FUNCTIONS OF STATE LEGULATURE, FUNCTIONS OF HIGH ENACTMENT OF A LAW BY THE STATE LEGISLATURE WITHIN A PERIOD OF 365 DAYS COURT AND SUBORDINATE COURTS. FROM THE DATE OF COMMENCEMENT OF THE ACT. 3. LOKPAL WILL CONSIST OF A CHAIRPERSON AND A MAXIMUM OF EIGHT MEMBERS,  OF WHICH 50 PER CENT SHALL BE JUDICIAL MEMBERS. 4. 50 PER CENT OF MEMBERS OF LOKPAL SHALL BE FROM SC/ST/OBCS, MINORITIES  AND WOMEN. 5. THE SELECTION OF CHAIRPERSON AND MEMBERS OF LOKPAL SHALL BE THROUGHA SELECTION COMMITTEE CONSISTING OF THE PRIME MINISTER, THE SPEAKER, LOK
